customer_id,signup_date,city,acquisition_channel,state,zone,tier,first_purchase_date
C104024,2024-08-03,Indore,Organic Search,Madhya Pradesh,Central,2,2023-05-09
C104025,2025-01-08,Jodhpur,Paid Social,Rajasthan,North,3,2024-10-16
C104026,2024-09-06,Patna,Referral,Bihar,East,2,2023-10-10
C104027,2024-11-25,Vadodara,Offline-to-Online,Gujarat,West,3,2023-09-10
C104028,2025-03-20,Nashik,Paid Social,Maharashtra,West,3,2023-08-04
C104029,2024-02-07,Coimbatore,Organic Search,Tamil Nadu,South,2,2023-05-22
C104030,2025-01-29,Vadodara,Organic Search,Gujarat,West,3,2024-06-27
C104031,2024-07-31,Noida,Offline-to-Online,Uttar Pradesh,North,1,2023-08-30
C104032,2023-11-16,Chandigarh,Organic Search,Punjab,North,2,2023-07-13
C104033,2023-09-10,Mumbai,Referral,Maharashtra,West,1,2023-05-07
C104034,2024-02-29,Jodhpur,Offline-to-Online,Rajasthan,North,3,2024-02-12
C104035,2023-09-16,Jaipur,Organic Search,Rajasthan,North,2,2024-11-28
C104036,2024-12-06,Agra,Referral,Uttar Pradesh,North,3,2024-01-04
C104037,2024-08-04,Jaipur,Paid Social,Rajasthan,North,2,
C104038,2023-06-02,Chennai,Influencer,Tamil Nadu,South,1,2024-09-20
C104039,2025-01-30,Patna,Organic Search,Bihar,East,2,2023-06-13
C104040,2024-08-28,Bhubaneswar,Referral,Odisha,East,2,2023-12-08
C104041,2024-05-22,Vijayawada,Paid Social,Andhra Pradesh,South,3,2023-05-23
C104042,2023-09-20,Gurgaon,Influencer,Haryana,North,1,2023-06-24
C104043,2024-06-09,Kochi,Offline-to-Online,Kerala,South,2,2024-01-30
C104044,2025-02-19,Bhopal,Organic Search,Madhya Pradesh,Central,2,2023-08-03
C104045,2024-08-21,Lucknow,Paid Social,Uttar Pradesh,North,2,2023-12-15
C104046,2024-06-02,Bhubaneswar,Organic Search,Odisha,East,2,2023-08-13
C104047,2024-09-04,Ahmedabad,Influencer,Gujarat,West,1,2023-12-13
C104048,2024-07-31,Surat,Referral,Gujarat,West,2,2023-07-29
C104049,2024-09-13,Ranchi,Paid Social,Jharkhand,East,3,2023-07-02
C104050,2023-11-14,Madurai,Influencer,Tamil Nadu,South,3,2023-10-15
C104051,2023-09-27,Kolkata,Organic Search,West Bengal,East,1,2023-04-13
C104052,2023-04-19,Bhubaneswar,Organic Search,Odisha,East,2,2023-08-24
C104053,2025-01-07,Bhubaneswar,Organic Search,Odisha,East,2,2024-04-30
C104054,2023-04-05,Bhubaneswar,Paid Social,Odisha,East,2,2023-08-24
C104055,2024-01-03,Lucknow,Influencer,Uttar Pradesh,North,2,2023-08-11
C104056,2024-08-21,Madurai,Paid Social,Tamil Nadu,South,3,2023-06-10
C104057,2024-06-29,Bhopal,Paid Social,Madhya Pradesh,Central,2,2023-07-16
C104058,2025-02-11,Chandigarh,Offline-to-Online,Punjab,North,2,
C104059,2023-11-27,Noida,Organic Search,Uttar Pradesh,North,1,
C104060,2023-08-22,Guwahati,Influencer,Assam,East,3,2023-09-04
C104061,2023-10-09,Ahmedabad,Organic Search,Gujarat,West,1,2023-07-07
C104062,2024-06-28,Patna,Influencer,Bihar,East,2,2023-04-18
C104063,2024-02-01,Bhubaneswar,Influencer,Odisha,East,2,2023-05-24
C104064,2024-05-31,Indore,Organic Search,Madhya Pradesh,Central,2,2023-11-17
C104065,2024-10-20,Noida,Paid Social,Uttar Pradesh,North,1,
C104066,2024-02-24,Hyderabad,Organic Search,Telangana,South,1,2023-05-04
C104067,2024-10-08,Kochi,Influencer,Kerala,South,2,2024-02-18
C104068,2023-04-29,Kochi,Paid Social,Kerala,South,2,2023-04-03
C104069,2024-07-28,Bhubaneswar,Organic Search,Odisha,East,2,2023-11-03
C104070,2025-02-14,Raipur,Referral,Chhattisgarh,Central,3,2023-04-25
C104071,2025-02-27,Mumbai,Paid Social,Maharashtra,West,1,2023-12-31
C104072,2024-08-13,Delhi,Organic Search,Delhi,North,1,2024-02-01
C104073,2025-03-23,Hyderabad,Offline-to-Online,Telangana,South,1,2023-04-03
C104074,2023-12-16,Guwahati,Offline-to-Online,Assam,East,3,2023-04-08
C104075,2024-02-06,Hyderabad,Organic Search,Telangana,South,1,2024-03-09
C104076,2024-05-26,Lucknow,Organic Search,Uttar Pradesh,North,2,2024-02-25
C104077,2024-07-05,Noida,Organic Search,Uttar Pradesh,North,1,
C104078,2024-12-31,Noida,Organic Search,Uttar Pradesh,North,1,2023-05-26
C104079,2024-05-25,Jaipur,Referral,Rajasthan,North,2,2023-10-18
C104080,2023-06-07,Guwahati,Paid Social,Assam,East,3,2023-07-30
C104081,2024-10-27,Nashik,Organic Search,Maharashtra,West,3,2023-07-06
C104082,2023-12-05,Ahmedabad,Influencer,Gujarat,West,1,2023-11-25
C104083,2025-02-01,Nashik,Organic Search,Maharashtra,West,3,2024-06-18
C104084,2023-11-26,Vijayawada,Organic Search,Andhra Pradesh,South,3,2024-01-30
C104085,2024-02-04,Surat,Paid Social,Gujarat,West,2,2025-03-23
C104086,2023-09-16,Patna,Organic Search,Bihar,East,2,2023-07-03
C104087,2024-02-10,Nagpur,Influencer,Maharashtra,West,2,2023-06-22
C104088,2024-08-31,Chandigarh,Organic Search,Punjab,North,2,2024-09-27
C104089,2024-01-12,Bhopal,Paid Social,Madhya Pradesh,Central,2,2023-05-05
C104090,2023-06-07,Chennai,Referral,Tamil Nadu,South,1,2024-04-28
C104091,2024-08-22,Pune,Organic Search,Maharashtra,West,1,2024-01-14
C104092,2024-11-16,Jodhpur,Influencer,Rajasthan,North,3,2023-05-29
C104093,2023-08-17,Gurgaon,Paid Social,Haryana,North,1,2024-08-02
C104094,2024-05-09,Jaipur,Paid Social,Rajasthan,North,2,2023-08-22
C104095,2023-07-02,Jodhpur,Organic Search,Rajasthan,North,3,2024-01-04
C104096,2023-04-26,Raipur,Influencer,Chhattisgarh,Central,3,2023-06-25
C104097,2024-04-04,Chandigarh,Organic Search,Punjab,North,2,
C104098,2024-01-28,Chandigarh,Paid Social,Punjab,North,2,2023-05-08
C104099,2025-01-29,Patna,Organic Search,Bihar,East,2,2023-07-01
C104100,2023-04-21,Chandigarh,Influencer,Punjab,North,2,2023-05-24
C104101,2024-09-27,Kolkata,Paid Social,West Bengal,East,1,2023-08-30
C104102,2024-11-15,Vadodara,Organic Search,Gujarat,West,3,2024-06-03
C104103,2024-05-04,Guwahati,Organic Search,Assam,East,3,2024-04-08
C104104,2024-06-30,Nashik,Offline-to-Online,Maharashtra,West,3,2023-04-19
C104105,2023-12-26,Jaipur,Paid Social,Rajasthan,North,2,2023-07-21
C104106,2023-12-31,Bhopal,Organic Search,Madhya Pradesh,Central,2,2023-04-02
C104107,2023-06-13,Nashik,Influencer,Maharashtra,West,3,2023-10-06
C104108,2025-02-13,Delhi,Paid Social,Delhi,North,1,2024-07-25
C104109,2023-05-12,Jaipur,Paid Social,Rajasthan,North,2,2023-12-02
C104110,2023-09-16,Surat,Influencer,Gujarat,West,2,2023-05-22
C104111,2024-11-10,Vijayawada,Organic Search,Andhra Pradesh,South,3,2023-04-15
C104112,2024-06-01,Patna,Paid Social,Bihar,East,2,2024-03-14
C104113,2024-07-07,Bengaluru,Referral,Karnataka,South,1,2024-09-22
C104114,2024-02-03,Noida,Organic Search,Uttar Pradesh,North,1,2024-03-15
C104115,2023-10-10,Pune,Organic Search,Maharashtra,West,1,2024-12-29
C104116,2024-12-20,Dehradun,Paid Social,Uttarakhand,North,3,2023-08-07
C104117,2023-09-02,Gurgaon,Offline-to-Online,Haryana,North,1,2024-01-01
C104118,2024-02-04,Coimbatore,Organic Search,Tamil Nadu,South,2,2023-04-05
C104119,2024-11-25,Kochi,Organic Search,Kerala,South,2,2023-11-27
C104120,2024-02-06,Chennai,Offline-to-Online,Tamil Nadu,South,1,2024-09-01
C104121,2025-03-08,Bhubaneswar,Paid Social,Odisha,East,2,2024-02-25
C104122,2023-10-23,Guwahati,Organic Search,Assam,East,3,2023-09-13
C104123,2024-07-17,Dehradun,Referral,Uttarakhand,North,3,2023-08-01
C104124,2024-07-23,Chandigarh,Influencer,Punjab,North,2,2024-02-27
C104125,2024-06-29,Nagpur,Referral,Maharashtra,West,2,2023-08-17
C104126,2024-12-07,Kochi,Organic Search,Kerala,South,2,2023-12-09
C104127,2023-06-04,Indore,Referral,Madhya Pradesh,Central,2,2023-10-10
C104128,2024-07-28,Delhi,Organic Search,Delhi,North,1,2024-08-01
C104129,2024-12-15,Delhi,Paid Social,Delhi,North,1,
C104130,2023-06-10,Gurgaon,Organic Search,Haryana,North,1,2024-11-14
C104131,2024-07-28,Pune,Offline-to-Online,Maharashtra,West,1,2023-09-21
C104132,2024-05-21,Chennai,Organic Search,Tamil Nadu,South,1,2024-03-19
C104133,2024-04-26,Dehradun,Offline-to-Online,Uttarakhand,North,3,2023-06-09
C104134,2024-07-23,Kolkata,Referral,West Bengal,East,1,2023-07-17
C104135,2024-09-14,Guwahati,Organic Search,Assam,East,3,2023-09-08
C104136,2024-10-29,Bhubaneswar,Organic Search,Odisha,East,2,2024-07-30
C104137,2025-02-10,Jaipur,Paid Social,Rajasthan,North,2,
C104138,2024-10-03,Delhi,Influencer,Delhi,North,1,2024-03-24
C104139,2025-03-31,Nashik,Offline-to-Online,Maharashtra,West,3,2023-07-16
C104140,2024-10-07,Vadodara,Referral,Gujarat,West,3,2024-03-17
C104141,2024-01-14,Bhubaneswar,Organic Search,Odisha,East,2,2023-05-15
C104142,2023-09-26,Delhi,Offline-to-Online,Delhi,North,1,2024-03-13
C104143,2023-07-05,Noida,Paid Social,Uttar Pradesh,North,1,
C104144,2024-01-13,Guwahati,Offline-to-Online,Assam,East,3,2023-11-07
C104145,2023-08-28,Indore,Organic Search,Madhya Pradesh,Central,2,2023-11-11
C104146,2024-10-18,Noida,Offline-to-Online,Uttar Pradesh,North,1,2023-05-27
C104147,2024-10-21,Patna,Offline-to-Online,Bihar,East,2,2023-04-01
C104148,2024-09-07,Ranchi,Organic Search,Jharkhand,East,3,2023-06-01
C104149,2024-04-10,Noida,Referral,Uttar Pradesh,North,1,2023-04-26
C104150,2024-06-05,Ahmedabad,Organic Search,Gujarat,West,1,2023-05-28
C104151,2024-01-06,Bengaluru,Organic Search,Karnataka,South,1,
C104152,2025-02-20,Dehradun,Paid Social,Uttarakhand,North,3,
C104153,2023-04-24,Pune,Influencer,Maharashtra,West,1,2023-11-02
C104154,2024-02-24,Coimbatore,Organic Search,Tamil Nadu,South,2,2024-01-04
C104155,2024-08-14,Ranchi,Organic Search,Jharkhand,East,3,2023-05-23
C104156,2023-10-28,Agra,Paid Social,Uttar Pradesh,North,3,
C104157,2025-01-18,Agra,Organic Search,Uttar Pradesh,North,3,
C104158,2024-06-16,Jodhpur,Referral,Rajasthan,North,3,2023-08-17
C104159,2024-04-01,Kolkata,Paid Social,West Bengal,East,1,2024-01-08
C104160,2023-06-25,Bengaluru,Paid Social,Karnataka,South,1,2024-01-19
C104161,2024-01-24,Noida,Influencer,Uttar Pradesh,North,1,2024-05-06
C104162,2024-08-24,Bhopal,Paid Social,Madhya Pradesh,Central,2,2023-04-24
C104163,2024-01-24,Gurgaon,Organic Search,Haryana,North,1,2024-02-18
C104164,2023-06-03,Dehradun,Paid Social,Uttarakhand,North,3,2023-07-02
C104165,2024-08-18,Mumbai,Organic Search,Maharashtra,West,1,2023-08-05
C104166,2024-02-11,Raipur,Organic Search,Chhattisgarh,Central,3,2023-05-25
C104167,2025-01-14,Raipur,Organic Search,Chhattisgarh,Central,3,2023-12-02
C104168,2024-10-23,Raipur,Influencer,Chhattisgarh,Central,3,2023-05-04
C104169,2024-11-08,Lucknow,Paid Social,Uttar Pradesh,North,2,
C104170,2025-02-05,Kochi,Offline-to-Online,Kerala,South,2,2024-01-16
C104171,2024-12-26,Jodhpur,Paid Social,Rajasthan,North,3,
C104172,2024-03-01,Nagpur,Paid Social,Maharashtra,West,2,2023-04-20
C104173,2024-08-12,Kolkata,Organic Search,West Bengal,East,1,2024-05-01
C104174,2024-01-05,Delhi,Referral,Delhi,North,1,
C104175,2023-11-17,Gurgaon,Organic Search,Haryana,North,1,2023-07-12
C104176,2023-11-20,Kolkata,Paid Social,West Bengal,East,1,2023-05-11
C104177,2023-08-19,Chennai,Influencer,Tamil Nadu,South,1,2025-03-13
C104178,2023-12-20,Kolkata,Organic Search,West Bengal,East,1,2023-12-21
C104179,2023-12-07,Hyderabad,Organic Search,Telangana,South,1,2023-08-03
C104180,2024-10-12,Indore,Referral,Madhya Pradesh,Central,2,2023-05-24
C104181,2023-12-30,Agra,Referral,Uttar Pradesh,North,3,
C104182,2023-06-05,Nashik,Organic Search,Maharashtra,West,3,2023-10-28
C104183,2024-05-08,Guwahati,Organic Search,Assam,East,3,2023-05-31
C104184,2023-11-16,Ranchi,Organic Search,Jharkhand,East,3,2023-05-02
C104185,2024-10-21,Guwahati,Referral,Assam,East,3,2023-06-03
C104186,2023-12-05,Noida,Paid Social,Uttar Pradesh,North,1,
C104187,2024-08-04,Hyderabad,Paid Social,Telangana,South,1,2023-12-28
C104188,2023-10-24,Madurai,Offline-to-Online,Tamil Nadu,South,3,2023-05-28
C104189,2024-06-17,Chandigarh,Paid Social,Punjab,North,2,2023-04-12
C104190,2025-01-25,Patna,Influencer,Bihar,East,2,
C104191,2024-02-10,Gurgaon,Paid Social,Haryana,North,1,2023-04-09
C104192,2024-07-16,Chandigarh,Paid Social,Punjab,North,2,2023-11-13
C104193,2024-05-19,Gurgaon,Offline-to-Online,Haryana,North,1,2024-08-17
C104194,2023-07-04,Bhubaneswar,Paid Social,Odisha,East,2,2023-08-26
C104195,2023-05-01,Guwahati,Paid Social,Assam,East,3,2023-10-18
C104196,2025-01-12,Chandigarh,Paid Social,Punjab,North,2,
C104197,2024-03-10,Bengaluru,Referral,Karnataka,South,1,2023-12-04
C104198,2024-10-19,Noida,Paid Social,Uttar Pradesh,North,1,2024-10-17
C104199,2024-05-01,Dehradun,Paid Social,Uttarakhand,North,3,2024-05-04
C104200,2025-01-10,Chandigarh,Offline-to-Online,Punjab,North,2,2024-07-04
C104201,2023-11-11,Patna,Referral,Bihar,East,2,2023-07-21
C104202,2024-06-19,Noida,Organic Search,Uttar Pradesh,North,1,2023-04-03
C104203,2024-07-30,Lucknow,Organic Search,Uttar Pradesh,North,2,2024-11-26
C104204,2024-12-17,Lucknow,Organic Search,Uttar Pradesh,North,2,
C104205,2023-05-13,Dehradun,Paid Social,Uttarakhand,North,3,
C104206,2024-03-26,Agra,Referral,Uttar Pradesh,North,3,2023-05-02
C104207,2024-06-13,Madurai,Organic Search,Tamil Nadu,South,3,2023-04-05
C104208,2024-08-24,Kolkata,Organic Search,West Bengal,East,1,2023-08-20
C104209,2023-09-20,Kolkata,Organic Search,West Bengal,East,1,2023-09-02
C104210,2024-07-27,Noida,Organic Search,Uttar Pradesh,North,1,2024-12-21
C104211,2024-10-24,Gurgaon,Organic Search,Haryana,North,1,2023-08-12
C104212,2024-11-15,Madurai,Paid Social,Tamil Nadu,South,3,2023-06-18
C104213,2023-12-07,Dehradun,Paid Social,Uttarakhand,North,3,
C104214,2024-05-21,Ranchi,Organic Search,Jharkhand,East,3,2023-08-14
C104215,2024-02-06,Delhi,Influencer,Delhi,North,1,2024-12-21
C104216,2024-04-14,Jaipur,Influencer,Rajasthan,North,2,2024-03-24
C104217,2024-03-27,Guwahati,Organic Search,Assam,East,3,2024-07-27
C104218,2025-03-05,Ranchi,Organic Search,Jharkhand,East,3,2023-07-23
C104219,2023-04-20,Bhubaneswar,Paid Social,Odisha,East,2,2023-07-07
C104220,2025-03-06,Kochi,Influencer,Kerala,South,2,2023-06-08
C104221,2023-05-18,Gurgaon,Paid Social,Haryana,North,1,2024-04-10
C104222,2023-07-13,Dehradun,Offline-to-Online,Uttarakhand,North,3,2023-09-26
C104223,2023-11-21,Bhopal,Influencer,Madhya Pradesh,Central,2,2023-06-16
C104224,2024-01-28,Jaipur,Organic Search,Rajasthan,North,2,
C104225,2025-01-20,Patna,Offline-to-Online,Bihar,East,2,2023-05-23
C104226,2025-01-11,Ranchi,Organic Search,Jharkhand,East,3,2023-06-23
C104227,2025-02-28,Ranchi,Influencer,Jharkhand,East,3,2023-05-07
C104228,2024-04-15,Guwahati,Offline-to-Online,Assam,East,3,2023-05-11
C104229,2023-04-24,Bengaluru,Influencer,Karnataka,South,1,2024-06-28
C104230,2024-09-15,Patna,Paid Social,Bihar,East,2,2023-08-20
C104231,2025-02-10,Chennai,Influencer,Tamil Nadu,South,1,2024-05-10
C104232,2023-08-15,Guwahati,Paid Social,Assam,East,3,2023-12-28
C104233,2025-01-04,Delhi,Organic Search,Delhi,North,1,2024-12-13
C104234,2023-04-03,Patna,Influencer,Bihar,East,2,2023-05-15
C104235,2024-11-14,Vijayawada,Offline-to-Online,Andhra Pradesh,South,3,2023-10-20
C104236,2024-06-25,Mumbai,Influencer,Maharashtra,West,1,2023-09-10
C104237,2025-02-15,Noida,Influencer,Uttar Pradesh,North,1,
C104238,2025-01-29,Gurgaon,Paid Social,Haryana,North,1,2023-04-14
C104239,2023-06-05,Agra,Organic Search,Uttar Pradesh,North,3,2023-04-29
C104240,2024-06-28,Jodhpur,Offline-to-Online,Rajasthan,North,3,2024-08-16
C104241,2023-12-22,Gurgaon,Referral,Haryana,North,1,2023-08-16
C104242,2024-05-20,Pune,Organic Search,Maharashtra,West,1,
C104243,2023-06-29,Bengaluru,Paid Social,Karnataka,South,1,
C104244,2024-03-25,Pune,Influencer,Maharashtra,West,1,2023-12-09
C104245,2024-04-28,Lucknow,Paid Social,Uttar Pradesh,North,2,2023-04-17
C104246,2023-04-06,Chandigarh,Offline-to-Online,Punjab,North,2,2023-09-20
C104247,2024-06-12,Surat,Offline-to-Online,Gujarat,West,2,2023-12-13
C104248,2025-02-08,Surat,Paid Social,Gujarat,West,2,2023-04-19
C104249,2023-06-23,Ranchi,Paid Social,Jharkhand,East,3,2024-03-12
C104250,2025-03-05,Ranchi,Offline-to-Online,Jharkhand,East,3,2023-10-13
C104251,2024-06-22,Coimbatore,Organic Search,Tamil Nadu,South,2,2023-12-04
C104252,2023-11-25,Dehradun,Organic Search,Uttarakhand,North,3,2023-10-06
C104253,2025-03-17,Jodhpur,Organic Search,Rajasthan,North,3,2023-06-29
C104254,2024-06-12,Kochi,Paid Social,Kerala,South,2,2024-03-04
C104255,2024-05-18,Delhi,Organic Search,Delhi,North,1,2023-05-12
C104256,2024-04-06,Nashik,Organic Search,Maharashtra,West,3,2023-08-28
C104257,2025-02-01,Vijayawada,Influencer,Andhra Pradesh,South,3,2023-11-09
C104258,2023-09-08,Mumbai,Influencer,Maharashtra,West,1,2023-10-20
C104259,2023-11-25,Dehradun,Organic Search,Uttarakhand,North,3,2023-11-21
C104260,2024-01-25,Pune,Paid Social,Maharashtra,West,1,2023-04-24
C104261,2023-06-25,Madurai,Influencer,Tamil Nadu,South,3,2024-03-16
C104262,2025-01-13,Bhubaneswar,Paid Social,Odisha,East,2,2023-08-25
C104263,2024-06-22,Bengaluru,Paid Social,Karnataka,South,1,2023-05-17
C104264,2024-08-31,Ranchi,Influencer,Jharkhand,East,3,2023-06-22
C104265,2025-02-03,Patna,Paid Social,Bihar,East,2,2024-06-18
C104266,2024-06-26,Jodhpur,Paid Social,Rajasthan,North,3,2023-11-24
C104267,2024-01-20,Gurgaon,Organic Search,Haryana,North,1,2023-04-29
C104268,2024-07-19,Bhopal,Paid Social,Madhya Pradesh,Central,2,2023-05-25
C104269,2024-06-29,Hyderabad,Referral,Telangana,South,1,2024-04-06
C104270,2024-02-07,Vadodara,Paid Social,Gujarat,West,3,2023-12-14
C104271,2023-12-13,Guwahati,Organic Search,Assam,East,3,2023-06-29
C104272,2024-03-23,Kochi,Offline-to-Online,Kerala,South,2,2023-10-15
C104273,2024-11-16,Noida,Influencer,Uttar Pradesh,North,1,2023-09-07
C104274,2023-10-14,Coimbatore,Referral,Tamil Nadu,South,2,2024-06-16
C104275,2025-03-30,Chennai,Organic Search,Tamil Nadu,South,1,2023-05-22
C104276,2023-12-16,Kolkata,Paid Social,West Bengal,East,1,2023-09-05
C104277,2024-01-17,Bhubaneswar,Influencer,Odisha,East,2,2023-04-10
C104278,2023-09-01,Delhi,Referral,Delhi,North,1,2024-08-13
C104279,2024-04-17,Dehradun,Influencer,Uttarakhand,North,3,2023-11-24
C104280,2024-04-02,Bengaluru,Paid Social,Karnataka,South,1,2023-05-12
C104281,2024-10-17,Vijayawada,Referral,Andhra Pradesh,South,3,2024-02-14
C104282,2025-02-08,Pune,Referral,Maharashtra,West,1,2023-07-08
C104283,2023-12-27,Vijayawada,Organic Search,Andhra Pradesh,South,3,2023-10-18
C104284,2024-12-26,Delhi,Organic Search,Delhi,North,1,2025-02-17
C104285,2024-02-14,Kochi,Influencer,Kerala,South,2,2023-05-16
C104286,2024-04-27,Chandigarh,Organic Search,Punjab,North,2,2024-02-21
C104287,2023-09-07,Ahmedabad,Offline-to-Online,Gujarat,West,1,
C104288,2025-02-07,Vijayawada,Paid Social,Andhra Pradesh,South,3,2023-05-19
C104289,2024-04-03,Surat,Influencer,Gujarat,West,2,2023-08-14
C104290,2024-10-28,Noida,Organic Search,Uttar Pradesh,North,1,
C104291,2023-05-09,Indore,Organic Search,Madhya Pradesh,Central,2,2023-04-21
C104292,2024-10-26,Bengaluru,Organic Search,Karnataka,South,1,2023-11-03
C104293,2023-12-09,Vadodara,Paid Social,Gujarat,West,3,2023-05-02
C104294,2024-05-28,Pune,Paid Social,Maharashtra,West,1,2023-09-05
C104295,2024-10-12,Mumbai,Paid Social,Maharashtra,West,1,
C104296,2023-10-19,Kolkata,Influencer,West Bengal,East,1,2024-06-19
C104297,2024-07-16,Gurgaon,Influencer,Haryana,North,1,2024-03-27
C104298,2025-01-09,Mumbai,Organic Search,Maharashtra,West,1,2023-06-26
C104299,2023-10-12,Bhopal,Organic Search,Madhya Pradesh,Central,2,2023-07-29
C104300,2024-06-08,Nashik,Organic Search,Maharashtra,West,3,2024-10-29
C104301,2023-10-31,Guwahati,Offline-to-Online,Assam,East,3,2024-01-28
C104302,2023-09-22,Agra,Organic Search,Uttar Pradesh,North,3,2023-06-09
C104303,2024-06-23,Chandigarh,Offline-to-Online,Punjab,North,2,2023-05-01
C104304,2024-05-31,Bhopal,Influencer,Madhya Pradesh,Central,2,2023-12-14
C104305,2024-09-25,Jodhpur,Organic Search,Rajasthan,North,3,2024-08-01
C104306,2025-01-20,Surat,Organic Search,Gujarat,West,2,2024-06-27
C104307,2024-10-31,Surat,Influencer,Gujarat,West,2,2024-06-26
C104308,2024-03-07,Indore,Organic Search,Madhya Pradesh,Central,2,2023-06-09
C104309,2024-06-20,Gurgaon,Paid Social,Haryana,North,1,2023-10-29
C104310,2024-10-12,Jodhpur,Organic Search,Rajasthan,North,3,2023-08-25
C104311,2025-01-10,Bengaluru,Organic Search,Karnataka,South,1,2023-04-23
C104312,2024-10-18,Ranchi,Influencer,Jharkhand,East,3,2023-09-02
C104313,2024-07-01,Delhi,Paid Social,Delhi,North,1,2024-09-29
C104314,2023-09-12,Lucknow,Organic Search,Uttar Pradesh,North,2,
C104315,2025-01-25,Gurgaon,Influencer,Haryana,North,1,2024-05-20
C104316,2024-01-24,Nashik,Influencer,Maharashtra,West,3,2023-12-04
C104317,2024-04-26,Agra,Offline-to-Online,Uttar Pradesh,North,3,2024-04-28
C104318,2025-02-03,Nagpur,Paid Social,Maharashtra,West,2,2024-06-08
C104319,2023-11-22,Indore,Offline-to-Online,Madhya Pradesh,Central,2,2023-05-23
C104320,2025-02-17,Guwahati,Organic Search,Assam,East,3,2023-08-14
C104321,2023-12-11,Dehradun,Referral,Uttarakhand,North,3,2024-11-28
C104322,2023-07-24,Lucknow,Organic Search,Uttar Pradesh,North,2,2023-06-21
C104323,2024-07-08,Chandigarh,Referral,Punjab,North,2,2023-12-13
C104324,2024-12-18,Ranchi,Offline-to-Online,Jharkhand,East,3,2023-08-17
C104325,2024-04-24,Ranchi,Organic Search,Jharkhand,East,3,2023-08-23
C104326,2025-01-12,Noida,Paid Social,Uttar Pradesh,North,1,2023-07-28
C104327,2024-04-20,Ahmedabad,Paid Social,Gujarat,West,1,2023-04-23
C104328,2024-12-29,Agra,Organic Search,Uttar Pradesh,North,3,2023-11-05
C104329,2023-08-21,Gurgaon,Offline-to-Online,Haryana,North,1,
C104330,2024-01-25,Madurai,Organic Search,Tamil Nadu,South,3,2023-07-31
C104331,2023-08-31,Indore,Offline-to-Online,Madhya Pradesh,Central,2,2023-05-10
C104332,2024-11-18,Noida,Paid Social,Uttar Pradesh,North,1,2023-07-21
C104333,2024-06-09,Vadodara,Paid Social,Gujarat,West,3,2025-01-02
C104334,2024-10-02,Ranchi,Referral,Jharkhand,East,3,2023-05-08
C104335,2023-12-19,Coimbatore,Paid Social,Tamil Nadu,South,2,2023-04-29
C104336,2024-11-16,Kolkata,Paid Social,West Bengal,East,1,2024-01-03
C104337,2025-03-28,Hyderabad,Influencer,Telangana,South,1,2023-07-19
C104338,2023-07-14,Noida,Organic Search,Uttar Pradesh,North,1,2024-10-12
C104339,2024-02-22,Kochi,Offline-to-Online,Kerala,South,2,2025-02-02
C104340,2025-01-26,Coimbatore,Organic Search,Tamil Nadu,South,2,2024-06-03
C104341,2025-01-17,Pune,Influencer,Maharashtra,West,1,2023-08-06
C104342,2025-01-27,Jodhpur,Organic Search,Rajasthan,North,3,2023-08-10
C104343,2023-12-09,Jaipur,Organic Search,Rajasthan,North,2,2023-09-16
C104344,2024-08-08,Delhi,Organic Search,Delhi,North,1,2023-05-07
C104345,2023-07-23,Gurgaon,Influencer,Haryana,North,1,2023-06-19
C104346,2024-05-14,Jaipur,Paid Social,Rajasthan,North,2,2023-12-29
C104347,2024-08-16,Vadodara,Offline-to-Online,Gujarat,West,3,2023-12-13
C104348,2024-01-05,Madurai,Paid Social,Tamil Nadu,South,3,2023-07-19
C104349,2024-05-08,Bhubaneswar,Organic Search,Odisha,East,2,2023-10-02
C104350,2024-03-29,Kolkata,Referral,West Bengal,East,1,2023-05-23
C104351,2023-07-21,Kolkata,Organic Search,West Bengal,East,1,2023-05-30
C104352,2023-07-02,Guwahati,Organic Search,Assam,East,3,2024-01-12
C104353,2024-12-11,Bhopal,Paid Social,Madhya Pradesh,Central,2,2023-04-10
C104354,2023-04-05,Chennai,Influencer,Tamil Nadu,South,1,2023-08-26
C104355,2025-03-25,Bengaluru,Organic Search,Karnataka,South,1,2024-04-24
C104356,2025-02-09,Hyderabad,Referral,Telangana,South,1,2023-09-11
C104357,2025-03-25,Chandigarh,Organic Search,Punjab,North,2,2024-07-31
C104358,2024-12-13,Delhi,Paid Social,Delhi,North,1,2023-12-08
C104359,2023-04-04,Raipur,Paid Social,Chhattisgarh,Central,3,2023-04-21
C104360,2023-08-25,Nagpur,Paid Social,Maharashtra,West,2,2023-11-13
C104361,2024-02-22,Patna,Referral,Bihar,East,2,2023-12-08
C104362,2023-10-29,Ranchi,Organic Search,Jharkhand,East,3,2023-10-29
C104363,2023-06-22,Kolkata,Offline-to-Online,West Bengal,East,1,2023-05-21
C104364,2025-02-19,Madurai,Offline-to-Online,Tamil Nadu,South,3,2023-06-29
C104365,2025-02-16,Delhi,Offline-to-Online,Delhi,North,1,2024-12-11
C104366,2024-12-03,Kochi,Referral,Kerala,South,2,2023-05-26
C104367,2023-12-31,Indore,Referral,Madhya Pradesh,Central,2,2023-04-10
C104368,2025-01-17,Jodhpur,Referral,Rajasthan,North,3,2023-09-18
C104369,2024-12-31,Vijayawada,Paid Social,Andhra Pradesh,South,3,2024-10-01
